GENERATION_PROJECT,PERIOD,gen_tech,gen_load_zone,gen_energy_source,GenCapacity,GenCapitalCosts,GenFixedOMCosts
HD-ANT-CHO,2040,Hidro,ANT-CHO,Water,150,22243.4,0
HD-ANT-CHO,2045,Hidro,ANT-CHO,Water,160,23726.3,0
HD-ATLANTICO,2020,Hidro,ATLANTICO,Water,0,0,0
HD-ATLANTICO,2025,Hidro,ATLANTICO,Water,0,0,0
HD-ATLANTICO,2030,Hidro,ATLANTICO,Water,0,0,0
HD-ATLANTICO,2035,Hidro,ATLANTICO,Water,0,0,0
HD-ATLANTICO,2040,Hidro,ATLANTICO,Water,0,0,0
HD-ATLANTICO,2045,Hidro,ATLANTICO,Water,0,0,0
HD-BOG-CUN,2020,Hidro,BOG-CUN,Water,0,0,0
HD-BOG-CUN,2025,Hidro,BOG-CUN,Water,0,0,0
HD-BOG-CUN,2030,Hidro,BOG-CUN,Water,0,0,0
HD-BOG-CUN,2035,Hidro,BOG-CUN,Water,0,0,0
HD-BOG-CUN,2040,Hidro,BOG-CUN,Water,0,0,0
HD-BOG-CUN,2045,Hidro,BOG-CUN,Water,0,0,0
HD-BOLIVAR,2020,Hidro,BOLIVAR,Water,0,0,0
HD-BOLIVAR,2025,Hidro,BOLIVAR,Water,0,0,0
HD-BOLIVAR,2030,Hidro,BOLIVAR,Water,0,0,0
HD-BOLIVAR,2035,Hidro,BOLIVAR,Water,0,0,0
HD-BOLIVAR,2040,Hidro,BOLIVAR,Water,0,0,0
HD-BOLIVAR,2045,Hidro,BOLIVAR,Water,0,0,0
HD-BOY-CAS,2020,Hidro,BOY-CAS,Water,0,0,0
HD-BOY-CAS,2025,Hidro,BOY-CAS,Water,0,0,0
HD-BOY-CAS,2030,Hidro,BOY-CAS,Water,0,0,0
HD-BOY-CAS,2035,Hidro,BOY-CAS,Water,0,0,0
HD-BOY-CAS,2040,Hidro,BOY-CAS,Water,0,0,0
HD-BOY-CAS,2045,Hidro,BOY-CAS,Water,0,0,0
HD-CAUCA,2020,Hidro,CAUCA,Water,0,0,0
HD-CAUCA,2025,Hidro,CAUCA,Water,0,0,0
HD-CAUCA,2030,Hidro,CAUCA,Water,0,0,0
HD-CAUCA,2035,Hidro,CAUCA,Water,0,0,0
HD-CAUCA,2040,Hidro,CAUCA,Water,0,0,0
HD-CAUCA,2045,Hidro,CAUCA,Water,0,0,0
HD-COR-SUC,2020,Hidro,COR-SUC,Water,0,0,0
HD-COR-SUC,2025,Hidro,COR-SUC,Water,0,0,0
HD-COR-SUC,2030,Hidro,COR-SUC,Water,0,0,0
HD-COR-SUC,2035,Hidro,COR-SUC,Water,0,0,0
HD-COR-SUC,2040,Hidro,COR-SUC,Water,0,0,0
HD-COR-SUC,2045,Hidro,COR-SUC,Water,0,0,0
HD-CQR,2020,Hidro,CQR,Water,0,0,0
HD-CQR,2025,Hidro,CQR,Water,0,0,0
HD-CQR,2030,Hidro,CQR,Water,0,0,0
HD-CQR,2035,Hidro,CQR,Water,0,0,0
HD-CQR,2040,Hidro,CQR,Water,0,0,0
HD-CQR,2045,Hidro,CQR,Water,0,0,0
HD-GCM,2020,Hidro,GCM,Water,0,0,0
HD-GCM,2025,Hidro,GCM,Water,0,0,0
HD-GCM,2030,Hidro,GCM,Water,0,0,0
HD-GCM,2035,Hidro,GCM,Water,0,0,0
HD-GCM,2040,Hidro,GCM,Water,0,0,0
HD-GCM,2045,Hidro,GCM,Water,0,0,0
HD-HTC,2020,Hidro,HTC,Water,0,0,0
HD-HTC,2025,Hidro,HTC,Water,100,14828.9,0
HD-HTC,2030,Hidro,HTC,Water,120,17794.7,0
HD-HTC,2035,Hidro,HTC,Water,140,20760.5,0
HD-HTC,2040,Hidro,HTC,Water,150,22243.4,0
HD-HTC,2045,Hidro,HTC,Water,160,23726.3,0
HD-MET-GUAV,2020,Hidro,MET-GUAV,Water,0,0,0
HD-MET-GUAV,2025,Hidro,MET-GUAV,Water,0,0,0
HD-MET-GUAV,2030,Hidro,MET-GUAV,Water,0,0,0
HD-MET-GUAV,2035,Hidro,MET-GUAV,Water,0,0,0
HD-MET-GUAV,2040,Hidro,MET-GUAV,Water,0,0,0
HD-MET-GUAV,2045,Hidro,MET-GUAV,Water,0,0,0
HD-NAR-PUT,2020,Hidro,NAR-PUT,Water,0,0,0
HD-NAR-PUT,2025,Hidro,NAR-PUT,Water,0,0,0
HD-NAR-PUT,2030,Hidro,NAR-PUT,Water,0,0,0
HD-NAR-PUT,2035,Hidro,NAR-PUT,Water,0,0,0
HD-NAR-PUT,2040,Hidro,NAR-PUT,Water,0,0,0
HD-NAR-PUT,2045,Hidro,NAR-PUT,Water,0,0,0
HD-NSANT,2020,Hidro,NSANT,Water,0,0,0
HD-NSANT,2025,Hidro,NSANT,Water,50,7414.46,0
HD-NSANT,2030,Hidro,NSANT,Water,60,8897.35,0
HD-NSANT,2035,Hidro,NSANT,Water,70,10380.2,0
HD-NSANT,2040,Hidro,NSANT,Water,80,11863.1,0
HD-NSANT,2045,Hidro,NSANT,Water,90,13346,0
HD-SANT-ARA,2020,Hidro,SANT-ARA,Water,0,0,0
HD-SANT-ARA,2025,Hidro,SANT-ARA,Water,0,0,0
HD-SANT-ARA,2030,Hidro,SANT-ARA,Water,0,0,0
HD-SANT-ARA,2035,Hidro,SANT-ARA,Water,0,0,0
HD-SANT-ARA,2040,Hidro,SANT-ARA,Water,0,0,0
HD-SANT-ARA,2045,Hidro,SANT-ARA,Water,0,0,0
HD-VALLE,2020,Hidro,VALLE,Water,0,0,0
HD-VALLE,2025,Hidro,VALLE,Water,100,14828.9,0
HD-VALLE,2030,Hidro,VALLE,Water,120,17794.7,0
HD-VALLE,2035,Hidro,VALLE,Water,140,20760.5,0
HD-VALLE,2040,Hidro,VALLE,Water,150,22243.4,0
HD-VALLE,2045,Hidro,VALLE,Water,160,23726.3,0
INSULA,2020,Hidro,CQR,Water,19,1762.13,17214
INSULA,2025,Hidro,CQR,Water,19,1762.13,17214
INSULA,2030,Hidro,CQR,Water,19,1762.13,17214
INSULA,2035,Hidro,CQR,Water,19,1762.13,17214
INSULA,2040,Hidro,CQR,Water,19,1762.13,17214
INSULA,2045,Hidro,CQR,Water,19,1762.13,17214
JAGUAS,2020,Hidro,ANT-CHO,Water,170,15778.4,153850
JAGUAS,2025,Hidro,ANT-CHO,Water,170,15778.4,153850
JAGUAS,2030,Hidro,ANT-CHO,Water,170,15778.4,153850
JAGUAS,2035,Hidro,ANT-CHO,Water,170,15778.4,153850
JAGUAS,2040,Hidro,ANT-CHO,Water,170,15778.4,153850
JAGUAS,2045,Hidro,ANT-CHO,Water,170,15778.4,153850
LAGUN-LIMON,2020,Hidro,BOG-CUN,Water,18,1675.71,16218
LAGUN-LIMON,2025,Hidro,BOG-CUN,Water,18,1675.71,16218
LAGUN-LIMON,2030,Hidro,BOG-CUN,Water,18,1675.71,16218
LAGUN-LIMON,2035,Hidro,BOG-CUN,Water,18,1675.71,16218
LAGUN-LIMON,2040,Hidro,BOG-CUN,Water,18,1675.71,16218
LAGUN-LIMON,2045,Hidro,BOG-CUN,Water,18,1675.71,16218
LA_GUACA,2020,Hidro,BOG-CUN,Water,324,30117.3,292572
LA_GUACA,2025,Hidro,BOG-CUN,Water,324,30117.3,292572
LA_GUACA,2030,Hidro,BOG-CUN,Water,324,30117.3,292572
LA_GUACA,2035,Hidro,BOG-CUN,Water,324,30117.3,292572
LA_GUACA,2040,Hidro,BOG-CUN,Water,324,30117.3,292572
LA_GUACA,2045,Hidro,BOG-CUN,Water,324,30117.3,292572
LA_TASAJERA,2020,Hidro,ANT-CHO,Water,306,28465.6,276012
LA_TASAJERA,2025,Hidro,ANT-CHO,Water,306,28465.6,276012
LA_TASAJERA,2030,Hidro,ANT-CHO,Water,306,28465.6,276012
LA_TASAJERA,2035,Hidro,ANT-CHO,Water,306,28465.6,276012
LA_TASAJERA,2040,Hidro,ANT-CHO,Water,306,28465.6,276012
LA_TASAJERA,2045,Hidro,ANT-CHO,Water,306,28465.6,276012
MEN_ANTIOQUIA,2020,Menores,ANT-CHO,RunofRiver,31.78,2963.03,28570.2
MEN_ANTIOQUIA,2025,Menores,ANT-CHO,RunofRiver,31.78,2963.03,28570.2
MEN_ANTIOQUIA,2030,Menores,ANT-CHO,RunofRiver,31.78,2963.03,28570.2
MEN_ANTIOQUIA,2035,Menores,ANT-CHO,RunofRiver,31.78,2963.03,28570.2
MEN_ANTIOQUIA,2040,Menores,ANT-CHO,RunofRiver,31.78,2963.03,28570.2
MEN_ANTIOQUIA,2045,Menores,ANT-CHO,RunofRiver,31.78,2963.03,28570.2
MEN_CAUCANAR,2020,Menores,CAUCA,RunofRiver,37.7,3517.64,33854.6
MEN_CAUCANAR,2025,Menores,CAUCA,RunofRiver,37.7,3517.64,33854.6
MEN_CAUCANAR,2030,Menores,CAUCA,RunofRiver,37.7,3517.64,33854.6
MEN_CAUCANAR,2035,Menores,CAUCA,RunofRiver,37.7,3517.64,33854.6
MEN_CAUCANAR,2040,Menores,CAUCA,RunofRiver,37.7,3517.64,33854.6
MEN_CAUCANAR,2045,Menores,CAUCA,RunofRiver,37.7,3517.64,33854.6
MEN_CHARQUITO,2020,Menores,BOG-CUN,RunofRiver,19.4,1811.5,17401.8
MEN_CHARQUITO,2025,Menores,BOG-CUN,RunofRiver,19.4,1811.5,17401.8
MEN_CHARQUITO,2030,Menores,BOG-CUN,RunofRiver,19.4,1811.5,17401.8
MEN_CHARQUITO,2035,Menores,BOG-CUN,RunofRiver,19.4,1811.5,17401.8
MEN_CHARQUITO,2040,Menores,BOG-CUN,RunofRiver,19.4,1811.5,17401.8
MEN_CHARQUITO,2045,Menores,BOG-CUN,RunofRiver,19.4,1811.5,17401.8
MEN_CQR,2020,Menores,CQR,RunofRiver,18.85,1761.47,16889.6
MEN_CQR,2025,Menores,CQR,RunofRiver,18.85,1761.47,16889.6
MEN_CQR,2030,Menores,CQR,RunofRiver,18.85,1761.47,16889.6
MEN_CQR,2035,Menores,CQR,RunofRiver,18.85,1761.47,16889.6
MEN_CQR,2040,Menores,CQR,RunofRiver,18.85,1761.47,16889.6
MEN_CQR,2045,Menores,CQR,RunofRiver,18.85,1761.47,16889.6
MEN_EMGESA,2020,Menores,BOG-CUN,RunofRiver,55.79,5217.32,49932
MEN_EMGESA,2025,Menores,BOG-CUN,RunofRiver,55.79,5217.32,49932
MEN_EMGESA,2030,Menores,BOG-CUN,RunofRiver,55.79,5217.32,49932
MEN_EMGESA,2035,Menores,BOG-CUN,RunofRiver,55.79,5217.32,49932
MEN_EMGESA,2040,Menores,BOG-CUN,RunofRiver,55.79,5217.32,49932
MEN_EMGESA,2045,Menores,BOG-CUN,RunofRiver,55.79,5217.32,49932
MEN_EPM,2020,Menores,ANT-CHO,RunofRiver,78.54,7350.35,70214.8
MEN_EPM,2025,Menores,ANT-CHO,RunofRiver,78.54,7350.35,70214.8
MEN_EPM,2030,Menores,ANT-CHO,RunofRiver,78.54,7350.35,70214.8
MEN_EPM,2035,Menores,ANT-CHO,RunofRiver,78.54,7350.35,70214.8
MEN_EPM,2040,Menores,ANT-CHO,RunofRiver,78.54,7350.35,70214.8
MEN_EPM,2045,Menores,ANT-CHO,RunofRiver,78.54,7350.35,70214.8
MEN_EPM_HERR,2020,Menores,ANT-CHO,RunofRiver,20,1873.15,17860
MEN_EPM_HERR,2025,Menores,ANT-CHO,RunofRiver,20,1873.15,17860
MEN_EPM_HERR,2030,Menores,ANT-CHO,RunofRiver,20,1873.15,17860
MEN_EPM_HERR,2035,Menores,ANT-CHO,RunofRiver,20,1873.15,17860
MEN_EPM_HERR,2040,Menores,ANT-CHO,RunofRiver,20,1873.15,17860
MEN_EPM_HERR,2045,Menores,ANT-CHO,RunofRiver,20,1873.15,17860
MEN_EPM_JEPI,2020,Eolica,GCM,Wind,18.42,1726.47,16430.6
MEN_EPM_JEPI,2025,Eolica,GCM,Wind,18.42,1726.47,16430.6
MEN_EPM_JEPI,2030,Eolica,GCM,Wind,18.42,1726.47,16430.6
MEN_EPM_JEPI,2035,Eolica,GCM,Wind,18.42,1726.47,16430.6
MEN_EPM_JEPI,2040,Eolica,GCM,Wind,18.42,1726.47,16430.6
MEN_EPM_JEPI,2045,Eolica,GCM,Wind,18.42,1726.47,16430.6
MEN_EPM_VUEL,2020,Menores,ANT-CHO,RunofRiver,11.6,1088.06,10335.6
MEN_EPM_VUEL,2025,Menores,ANT-CHO,RunofRiver,11.6,1088.06,10335.6
MEN_EPM_VUEL,2030,Menores,ANT-CHO,RunofRiver,11.6,1088.06,10335.6
MEN_EPM_VUEL,2035,Menores,ANT-CHO,RunofRiver,11.6,1088.06,10335.6
MEN_EPM_VUEL,2040,Menores,ANT-CHO,RunofRiver,11.6,1088.06,10335.6
MEN_EPM_VUEL,2045,Menores,ANT-CHO,RunofRiver,11.6,1088.06,10335.6
MEN_EPSA,2020,Menores,VALLE,RunofRiver,23.37,2193.71,20799.3
MEN_EPSA,2025,Menores,VALLE,RunofRiver,23.37,2193.71,20799.3
MEN_EPSA,2030,Menores,VALLE,RunofRiver,23.37,2193.71,20799.3
MEN_EPSA,2035,Menores,VALLE,RunofRiver,23.37,2193.71,20799.3
MEN_EPSA,2040,Menores,VALLE,RunofRiver,23.37,2193.71,20799.3
MEN_EPSA,2045,Menores,VALLE,RunofRiver,23.37,2193.71,20799.3
MEN_HUILA,2020,Menores,HTC,RunofRiver,11.14,1046.48,9903.46
MEN_HUILA,2025,Menores,HTC,RunofRiver,11.14,1046.48,9903.46
MEN_HUILA,2030,Menores,HTC,RunofRiver,11.14,1046.48,9903.46
MEN_HUILA,2035,Menores,HTC,RunofRiver,11.14,1046.48,9903.46
MEN_HUILA,2040,Menores,HTC,RunofRiver,11.14,1046.48,9903.46
MEN_HUILA,2045,Menores,HTC,RunofRiver,11.14,1046.48,9903.46
MEN_Magallo,2020,Menores,ANT-CHO,RunofRiver,5.7,535.853,5061.6
MEN_Magallo,2025,Menores,ANT-CHO,RunofRiver,5.7,535.853,5061.6
MEN_Magallo,2030,Menores,ANT-CHO,RunofRiver,5.7,535.853,5061.6
MEN_Magallo,2035,Menores,ANT-CHO,RunofRiver,5.7,535.853,5061.6
MEN_Magallo,2040,Menores,ANT-CHO,RunofRiver,5.7,535.853,5061.6
MEN_Magallo,2045,Menores,ANT-CHO,RunofRiver,5.7,535.853,5061.6
MEN_NARPUT,2020,Menores,NAR-PUT,RunofRiver,23.8,2239.09,21110.6
MEN_NARPUT,2025,Menores,NAR-PUT,RunofRiver,23.8,2239.09,21110.6
MEN_NARPUT,2030,Menores,NAR-PUT,RunofRiver,23.8,2239.09,21110.6
MEN_NARPUT,2035,Menores,NAR-PUT,RunofRiver,23.8,2239.09,21110.6
MEN_NARPUT,2040,Menores,NAR-PUT,RunofRiver,23.8,2239.09,21110.6
MEN_NARPUT,2045,Menores,NAR-PUT,RunofRiver,23.8,2239.09,21110.6
MEN_NORDESTE,2020,Menores,SANT-ARA,RunofRiver,19,1790.18,16815
MEN_NORDESTE,2025,Menores,SANT-ARA,RunofRiver,19,1790.18,16815
MEN_NORDESTE,2030,Menores,SANT-ARA,RunofRiver,19,1790.18,16815
MEN_NORDESTE,2035,Menores,SANT-ARA,RunofRiver,19,1790.18,16815
MEN_NORDESTE,2040,Menores,SANT-ARA,RunofRiver,19,1790.18,16815
MEN_NORDESTE,2045,Menores,SANT-ARA,RunofRiver,19,1790.18,16815
MEN_Naveta,2020,Menores,BOG-CUN,RunofRiver,4.8,451.919,4252.8
MEN_Naveta,2025,Menores,BOG-CUN,RunofRiver,4.8,451.919,4252.8
MEN_Naveta,2030,Menores,BOG-CUN,RunofRiver,4.8,451.919,4252.8
MEN_Naveta,2035,Menores,BOG-CUN,RunofRiver,4.8,451.919,4252.8
MEN_Naveta,2040,Menores,BOG-CUN,RunofRiver,4.8,451.919,4252.8
MEN_Naveta,2045,Menores,BOG-CUN,RunofRiver,4.8,451.919,4252.8
MEN_TEQUEN,2020,Menores,BOG-CUN,RunofRiver,19.4,1829.24,17149.6
MEN_TEQUEN,2025,Menores,BOG-CUN,RunofRiver,19.4,1829.24,17149.6
MEN_TEQUEN,2030,Menores,BOG-CUN,RunofRiver,19.4,1829.24,17149.6
MEN_TEQUEN,2035,Menores,BOG-CUN,RunofRiver,19.4,1829.24,17149.6
MEN_TEQUEN,2040,Menores,BOG-CUN,RunofRiver,19.4,1829.24,17149.6
MEN_TEQUEN,2045,Menores,BOG-CUN,RunofRiver,19.4,1829.24,17149.6
MEN_TOLIMA,2020,Menores,HTC,RunofRiver,12.2,1151.2,10772.6
MEN_TOLIMA,2025,Menores,HTC,RunofRiver,12.2,1151.2,10772.6
MEN_TOLIMA,2030,Menores,HTC,RunofRiver,12.2,1151.2,10772.6
MEN_TOLIMA,2035,Menores,HTC,RunofRiver,12.2,1151.2,10772.6
MEN_TOLIMA,2040,Menores,HTC,RunofRiver,12.2,1151.2,10772.6
MEN_TOLIMA,2045,Menores,HTC,RunofRiver,12.2,1151.2,10772.6
MERILECTRICA,2020,Thermal,SANT-ARA,merielectrica_gas,166,15675.6,146412
MERILECTRICA,2025,Thermal,SANT-ARA,merielectrica_gas,166,15675.6,146412
MERILECTRICA,2030,Thermal,SANT-ARA,merielectrica_gas,166,15675.6,146412
MERILECTRICA,2035,Thermal,SANT-ARA,merielectrica_gas,166,15675.6,146412
MERILECTRICA,2040,Thermal,SANT-ARA,merielectrica_gas,166,15675.6,146412
MERILECTRICA,2045,Thermal,SANT-ARA,merielectrica_gas,166,15675.6,146412
MIEL_I,2020,Hidro,BOG-CUN,Water,396,37422.6,348876
MIEL_I,2025,Hidro,BOG-CUN,Water,396,37422.6,348876
MIEL_I,2030,Hidro,BOG-CUN,Water,396,37422.6,348876
MIEL_I,2035,Hidro,BOG-CUN,Water,396,37422.6,348876
MIEL_I,2040,Hidro,BOG-CUN,Water,396,37422.6,348876
MIEL_I,2045,Hidro,BOG-CUN,Water,396,37422.6,348876
MIEL_II,2020,Hidro,CQR,Water,117,11064.9,102960
MIEL_II,2025,Hidro,CQR,Water,117,11064.9,102960
MIEL_II,2030,Hidro,CQR,Water,117,11064.9,102960
MIEL_II,2035,Hidro,CQR,Water,117,11064.9,102960
MIEL_II,2040,Hidro,CQR,Water,117,11064.9,102960
MIEL_II,2045,Hidro,CQR,Water,117,11064.9,102960
MONTANITAS,2020,Menores,ANT-CHO,RunofRiver,19.9,1884.78,17472.2
MONTANITAS,2025,Menores,ANT-CHO,RunofRiver,19.9,1884.78,17472.2
MONTANITAS,2030,Menores,ANT-CHO,RunofRiver,19.9,1884.78,17472.2
MONTANITAS,2035,Menores,ANT-CHO,RunofRiver,19.9,1884.78,17472.2
MONTANITAS,2040,Menores,ANT-CHO,RunofRiver,19.9,1884.78,17472.2
MONTANITAS,2045,Menores,ANT-CHO,RunofRiver,19.9,1884.78,17472.2
MORRO_AZUL,2020,Menores,CQR,RunofRiver,19.9,1886.18,17452.3
MORRO_AZUL,2025,Menores,CQR,RunofRiver,19.9,1886.18,17452.3
MORRO_AZUL,2030,Menores,CQR,RunofRiver,19.9,1886.18,17452.3
MORRO_AZUL,2035,Menores,CQR,RunofRiver,19.9,1886.18,17452.3
MORRO_AZUL,2040,Menores,CQR,RunofRiver,19.9,1886.18,17452.3
MORRO_AZUL,2045,Menores,CQR,RunofRiver,19.9,1886.18,17452.3
PAIPA1,2020,Thermal,BOY-CAS,paipa_car,31,2953.52,26970
PAIPA1,2025,Thermal,BOY-CAS,paipa_car,31,2953.52,26970
PAIPA1,2030,Thermal,BOY-CAS,paipa_car,31,2953.52,26970
PAIPA1,2035,Thermal,BOY-CAS,paipa_car,31,2953.52,26970
PAIPA1,2040,Thermal,BOY-CAS,paipa_car,31,2953.52,26970
PAIPA1,2045,Thermal,BOY-CAS,paipa_car,31,2953.52,26970
PAIPA2,2020,Thermal,BOY-CAS,paipa_car,72,6864.85,62568
PAIPA2,2025,Thermal,BOY-CAS,paipa_car,72,6864.85,62568
PAIPA2,2030,Thermal,BOY-CAS,paipa_car,72,6864.85,62568
PAIPA2,2035,Thermal,BOY-CAS,paipa_car,72,6864.85,62568
PAIPA2,2040,Thermal,BOY-CAS,paipa_car,72,6864.85,62568
PAIPA2,2045,Thermal,BOY-CAS,paipa_car,72,6864.85,62568
PAIPA3,2020,Thermal,BOY-CAS,paipa_car,70,6679.09,60760
PAIPA3,2025,Thermal,BOY-CAS,paipa_car,70,6679.09,60760
PAIPA3,2030,Thermal,BOY-CAS,paipa_car,70,6679.09,60760
PAIPA3,2035,Thermal,BOY-CAS,paipa_car,70,6679.09,60760
PAIPA3,2040,Thermal,BOY-CAS,paipa_car,70,6679.09,60760
PAIPA3,2045,Thermal,BOY-CAS,paipa_car,70,6679.09,60760
PAIPA4,2020,Thermal,BOY-CAS,paipa_car,154,14704.8,133518
PAIPA4,2025,Thermal,BOY-CAS,paipa_car,154,14704.8,133518
PAIPA4,2030,Thermal,BOY-CAS,paipa_car,154,14704.8,133518
PAIPA4,2035,Thermal,BOY-CAS,paipa_car,154,14704.8,133518
PAIPA4,2040,Thermal,BOY-CAS,paipa_car,154,14704.8,133518
PAIPA4,2045,Thermal,BOY-CAS,paipa_car,154,14704.8,133518
PAJARITO,2020,Hidro,ANT-CHO,Water,4.9,468.225,4243.4
PAJARITO,2025,Hidro,ANT-CHO,Water,4.9,468.225,4243.4
PAJARITO,2030,Hidro,ANT-CHO,Water,4.9,468.225,4243.4
PAJARITO,2035,Hidro,ANT-CHO,Water,4.9,468.225,4243.4
PAJARITO,2040,Hidro,ANT-CHO,Water,4.9,468.225,4243.4
PAJARITO,2045,Hidro,ANT-CHO,Water,4.9,468.225,4243.4
PARAISO,2020,Hidro,BOG-CUN,Water,276,26392.9,238740
PARAISO,2025,Hidro,BOG-CUN,Water,276,26392.9,238740
PARAISO,2030,Hidro,BOG-CUN,Water,276,26392.9,238740
PARAISO,2035,Hidro,BOG-CUN,Water,276,26392.9,238740
PARAISO,2040,Hidro,BOG-CUN,Water,276,26392.9,238740
PARAISO,2045,Hidro,BOG-CUN,Water,276,26392.9,238740
PESCADERO,2020,Hidro,ANT-CHO,Water,300,28709,259200
PESCADERO,2025,Hidro,ANT-CHO,Water,300,28709,259200
PESCADERO,2030,Hidro,ANT-CHO,Water,300,28709,259200
PESCADERO,2035,Hidro,ANT-CHO,Water,300,28709,259200
PESCADERO,2040,Hidro,ANT-CHO,Water,300,28709,259200
PESCADERO,2045,Hidro,ANT-CHO,Water,300,28709,259200
PLAYAS,2020,Hidro,ANT-CHO,Water,207,19823.8,178641
PLAYAS,2025,Hidro,ANT-CHO,Water,207,19823.8,178641
PLAYAS,2030,Hidro,ANT-CHO,Water,207,19823.8,178641
PLAYAS,2035,Hidro,ANT-CHO,Water,207,19823.8,178641
PLAYAS,2040,Hidro,ANT-CHO,Water,207,19823.8,178641
PLAYAS,2045,Hidro,ANT-CHO,Water,207,19823.8,178641
PORCE_II,2020,Hidro,ANT-CHO,Water,405,38814.1,349110
PORCE_II,2025,Hidro,ANT-CHO,Water,405,38814.1,349110
PORCE_II,2030,Hidro,ANT-CHO,Water,405,38814.1,349110
PORCE_II,2035,Hidro,ANT-CHO,Water,405,38814.1,349110
PORCE_II,2040,Hidro,ANT-CHO,Water,405,38814.1,349110
PORCE_II,2045,Hidro,ANT-CHO,Water,405,38814.1,349110
PORCE_III,2020,Hidro,ANT-CHO,Water,700,67135.4,602700
PORCE_III,2025,Hidro,ANT-CHO,Water,700,67135.4,602700
PORCE_III,2030,Hidro,ANT-CHO,Water,700,67135.4,602700
PORCE_III,2035,Hidro,ANT-CHO,Water,700,67135.4,602700
PORCE_III,2040,Hidro,ANT-CHO,Water,700,67135.4,602700
PORCE_III,2045,Hidro,ANT-CHO,Water,700,67135.4,602700
PRADO,2020,Hidro,HTC,Water,46,4414.99,39560
PRADO,2025,Hidro,HTC,Water,46,4414.99,39560
PRADO,2030,Hidro,HTC,Water,46,4414.99,39560
PRADO,2035,Hidro,HTC,Water,46,4414.99,39560
PRADO,2040,Hidro,HTC,Water,46,4414.99,39560
PRADO,2045,Hidro,HTC,Water,46,4414.99,39560
PRADO4,2020,Hidro,HTC,Water,5,480.242,4295
PRADO4,2025,Hidro,HTC,Water,5,480.242,4295
PRADO4,2030,Hidro,HTC,Water,5,480.242,4295
PRADO4,2035,Hidro,HTC,Water,5,480.242,4295
PRADO4,2040,Hidro,HTC,Water,5,480.242,4295
PRADO4,2045,Hidro,HTC,Water,5,480.242,4295
PROELECTRIC1,2020,Thermal,BOLIVAR,barranquilla_gas,45,4325.34,38610
PROELECTRIC1,2025,Thermal,BOLIVAR,barranquilla_gas,45,4325.34,38610
PROELECTRIC1,2030,Thermal,BOLIVAR,barranquilla_gas,45,4325.34,38610
PROELECTRIC1,2035,Thermal,BOLIVAR,barranquilla_gas,45,4325.34,38610
PROELECTRIC1,2040,Thermal,BOLIVAR,barranquilla_gas,45,4325.34,38610
PROELECTRIC1,2045,Thermal,BOLIVAR,barranquilla_gas,45,4325.34,38610
PROELECTRIC1_FO2,2020,Thermal,BOLIVAR,flores_fo2,45,4328.5,38565
PROELECTRIC1_FO2,2025,Thermal,BOLIVAR,flores_fo2,45,4328.5,38565
PROELECTRIC1_FO2,2030,Thermal,BOLIVAR,flores_fo2,45,4328.5,38565
PROELECTRIC1_FO2,2035,Thermal,BOLIVAR,flores_fo2,45,4328.5,38565
PROELECTRIC1_FO2,2040,Thermal,BOLIVAR,flores_fo2,45,4328.5,38565
PROELECTRIC1_FO2,2045,Thermal,BOLIVAR,flores_fo2,45,4328.5,38565
PROELECTRIC2,2020,Thermal,BOLIVAR,barranquilla_gas,45,4331.67,38520
PROELECTRIC2,2025,Thermal,BOLIVAR,barranquilla_gas,45,4331.67,38520
PROELECTRIC2,2030,Thermal,BOLIVAR,barranquilla_gas,45,4331.67,38520
PROELECTRIC2,2035,Thermal,BOLIVAR,barranquilla_gas,45,4331.67,38520
PROELECTRIC2,2040,Thermal,BOLIVAR,barranquilla_gas,45,4331.67,38520
PROELECTRIC2,2045,Thermal,BOLIVAR,barranquilla_gas,45,4331.67,38520
PROELECTRIC2_FO2,2020,Thermal,BOLIVAR,flores_fo2,45,4334.83,38475
PROELECTRIC2_FO2,2025,Thermal,BOLIVAR,flores_fo2,45,4334.83,38475
PROELECTRIC2_FO2,2030,Thermal,BOLIVAR,flores_fo2,45,4334.83,38475
PROELECTRIC2_FO2,2035,Thermal,BOLIVAR,flores_fo2,45,4334.83,38475
PROELECTRIC2_FO2,2040,Thermal,BOLIVAR,flores_fo2,45,4334.83,38475
PROELECTRIC2_FO2,2045,Thermal,BOLIVAR,flores_fo2,45,4334.83,38475
PROVIDENCIA,2020,Menores,ANT-CHO,RunofRiver,4.9,472.36,4184.6
PROVIDENCIA,2025,Menores,ANT-CHO,RunofRiver,4.9,472.36,4184.6
PROVIDENCIA,2030,Menores,ANT-CHO,RunofRiver,4.9,472.36,4184.6
PROVIDENCIA,2035,Menores,ANT-CHO,RunofRiver,4.9,472.36,4184.6
PROVIDENCIA,2040,Menores,ANT-CHO,RunofRiver,4.9,472.36,4184.6
PROVIDENCIA,2045,Menores,ANT-CHO,RunofRiver,4.9,472.36,4184.6
PV-ANT-CHO,2020,pv-solar,ANT-CHO,Solar,180,12131.4,0
PV-ANT-CHO,2025,pv-solar,ANT-CHO,Solar,260,17523.1,0
PV-ANT-CHO,2030,pv-solar,ANT-CHO,Solar,340,22914.8,0
PV-ANT-CHO,2035,pv-solar,ANT-CHO,Solar,420,28306.6,0
PV-ANT-CHO,2040,pv-solar,ANT-CHO,Solar,480,32350.3,0
