GENERATION_PROJECT,PERIOD,gen_tech,gen_load_zone,gen_energy_source,GenCapacity,GenCapitalCosts,GenFixedOMCosts
PV-ANT-CHO,2045,pv-solar,ANT-CHO,Solar,540,36394.1,0
PV-ATLANTICO,2020,pv-solar,ATLANTICO,Solar,180,12131.4,0
PV-ATLANTICO,2025,pv-solar,ATLANTICO,Solar,260,17523.1,0
PV-ATLANTICO,2030,pv-solar,ATLANTICO,Solar,340,22914.8,0
PV-ATLANTICO,2035,pv-solar,ATLANTICO,Solar,420,28306.6,0
PV-ATLANTICO,2040,pv-solar,ATLANTICO,Solar,480,32350.3,0
PV-ATLANTICO,2045,pv-solar,ATLANTICO,Solar,540,36394.1,0
PV-BOG-CUN,2020,pv-solar,BOG-CUN,Solar,0,0,0
PV-BOG-CUN,2025,pv-solar,BOG-CUN,Solar,0,0,0
PV-BOG-CUN,2030,pv-solar,BOG-CUN,Solar,0,0,0
PV-BOG-CUN,2035,pv-solar,BOG-CUN,Solar,0,0,0
PV-BOG-CUN,2040,pv-solar,BOG-CUN,Solar,0,0,0
PV-BOG-CUN,2045,pv-solar,BOG-CUN,Solar,0,0,0
PV-BOLIVAR,2020,pv-solar,BOLIVAR,Solar,180,12131.4,0
PV-BOLIVAR,2025,pv-solar,BOLIVAR,Solar,260,17523.1,0
PV-BOLIVAR,2030,pv-solar,BOLIVAR,Solar,340,22914.8,0
PV-BOLIVAR,2035,pv-solar,BOLIVAR,Solar,420,28306.6,0
PV-BOLIVAR,2040,pv-solar,BOLIVAR,Solar,480,32350.3,0
PV-BOLIVAR,2045,pv-solar,BOLIVAR,Solar,540,36394.1,0
PV-BOY-CAS,2020,pv-solar,BOY-CAS,Solar,180,12131.4,0
PV-BOY-CAS,2025,pv-solar,BOY-CAS,Solar,200,13479.3,0
PV-BOY-CAS,2030,pv-solar,BOY-CAS,Solar,200,13479.3,0
PV-BOY-CAS,2035,pv-solar,BOY-CAS,Solar,200,13479.3,0
PV-BOY-CAS,2040,pv-solar,BOY-CAS,Solar,200,13479.3,0
PV-BOY-CAS,2045,pv-solar,BOY-CAS,Solar,200,13479.3,0
PV-CAUCA,2020,pv-solar,CAUCA,Solar,180,12131.4,0
PV-CAUCA,2025,pv-solar,CAUCA,Solar,260,17523.1,0
PV-CAUCA,2030,pv-solar,CAUCA,Solar,300,20219,0
PV-CAUCA,2035,pv-solar,CAUCA,Solar,300,20219,0
PV-CAUCA,2040,pv-solar,CAUCA,Solar,300,20219,0
PV-CAUCA,2045,pv-solar,CAUCA,Solar,300,20219,0
PV-COR-SUC,2020,pv-solar,COR-SUC,Solar,180,12131.4,0
PV-COR-SUC,2025,pv-solar,COR-SUC,Solar,260,17523.1,0
PV-COR-SUC,2030,pv-solar,COR-SUC,Solar,340,22914.8,0
PV-COR-SUC,2035,pv-solar,COR-SUC,Solar,420,28306.6,0
PV-COR-SUC,2040,pv-solar,COR-SUC,Solar,480,32350.3,0
PV-COR-SUC,2045,pv-solar,COR-SUC,Solar,540,36394.1,0
PV-CQR,2020,pv-solar,CQR,Solar,180,12131.4,0
PV-CQR,2025,pv-solar,CQR,Solar,200,13479.3,0
PV-CQR,2030,pv-solar,CQR,Solar,200,13479.3,0
PV-CQR,2035,pv-solar,CQR,Solar,200,13479.3,0
PV-CQR,2040,pv-solar,CQR,Solar,200,13479.3,0
PV-CQR,2045,pv-solar,CQR,Solar,200,13479.3,0
PV-GCM,2020,pv-solar,GCM,Solar,180,12131.4,0
PV-GCM,2025,pv-solar,GCM,Solar,260,17523.1,0
PV-GCM,2030,pv-solar,GCM,Solar,340,22914.8,0
PV-GCM,2035,pv-solar,GCM,Solar,420,28306.6,0
PV-GCM,2040,pv-solar,GCM,Solar,480,32350.3,0
PV-GCM,2045,pv-solar,GCM,Solar,540,36394.1,0
PV-HTC,2020,pv-solar,HTC,Solar,180,12131.4,0
PV-HTC,2025,pv-solar,HTC,Solar,260,17523.1,0
PV-HTC,2030,pv-solar,HTC,Solar,300,20219,0
PV-HTC,2035,pv-solar,HTC,Solar,300,20219,0
PV-HTC,2040,pv-solar,HTC,Solar,300,20219,0
PV-HTC,2045,pv-solar,HTC,Solar,300,20219,0
PV-MET-GUAV,2020,pv-solar,MET-GUAV,Solar,100,6739.65,0
PV-MET-GUAV,2025,pv-solar,MET-GUAV,Solar,100,6739.65,0
PV-MET-GUAV,2030,pv-solar,MET-GUAV,Solar,100,6739.65,0
PV-MET-GUAV,2035,pv-solar,MET-GUAV,Solar,100,6739.65,0
PV-MET-GUAV,2040,pv-solar,MET-GUAV,Solar,100,6739.65,0
PV-MET-GUAV,2045,pv-solar,MET-GUAV,Solar,100,6739.65,0
PV-NAR-PUT,2020,pv-solar,NAR-PUT,Solar,180,12131.4,0
PV-NAR-PUT,2025,pv-solar,NAR-PUT,Solar,200,13479.3,0
PV-NAR-PUT,2030,pv-solar,NAR-PUT,Solar,200,13479.3,0
PV-NAR-PUT,2035,pv-solar,NAR-PUT,Solar,200,13479.3,0
PV-NAR-PUT,2040,pv-solar,NAR-PUT,Solar,200,13479.3,0
PV-NAR-PUT,2045,pv-solar,NAR-PUT,Solar,200,13479.3,0
PV-NSANT,2020,pv-solar,NSANT,Solar,180,12131.4,0
PV-NSANT,2025,pv-solar,NSANT,Solar,200,13479.3,0
PV-NSANT,2030,pv-solar,NSANT,Solar,200,13479.3,0
PV-NSANT,2035,pv-solar,NSANT,Solar,200,13479.3,0
PV-NSANT,2040,pv-solar,NSANT,Solar,200,13479.3,0
PV-NSANT,2045,pv-solar,NSANT,Solar,200,13479.3,0
PV-SANT-ARA,2020,pv-solar,SANT-ARA,Solar,180,12131.4,0
PV-SANT-ARA,2025,pv-solar,SANT-ARA,Solar,260,17523.1,0
PV-SANT-ARA,2030,pv-solar,SANT-ARA,Solar,340,22914.8,0
PV-SANT-ARA,2035,pv-solar,SANT-ARA,Solar,400,26958.6,0
PV-SANT-ARA,2040,pv-solar,SANT-ARA,Solar,400,26958.6,0
PV-SANT-ARA,2045,pv-solar,SANT-ARA,Solar,400,26958.6,0
PV-VALLE,2020,pv-solar,VALLE,Solar,180,12131.4,0
PV-VALLE,2025,pv-solar,VALLE,Solar,260,17523.1,0
PV-VALLE,2030,pv-solar,VALLE,Solar,340,22914.8,0
PV-VALLE,2035,pv-solar,VALLE,Solar,420,28306.6,0
PV-VALLE,2040,pv-solar,VALLE,Solar,480,32350.3,0
PV-VALLE,2045,pv-solar,VALLE,Solar,540,36394.1,0
Purificacion,2020,Thermal,HTC,barranquilla_gas,8,771.762,6824
Purificacion,2025,Thermal,HTC,barranquilla_gas,8,771.762,6824
Purificacion,2030,Thermal,HTC,barranquilla_gas,8,771.762,6824
Purificacion,2035,Thermal,HTC,barranquilla_gas,8,771.762,6824
Purificacion,2040,Thermal,HTC,barranquilla_gas,8,771.762,6824
Purificacion,2045,Thermal,HTC,barranquilla_gas,8,771.762,6824
RIOGRANDE_1,2020,Hidro,ANT-CHO,Water,19,1840.95,16093
RIOGRANDE_1,2025,Hidro,ANT-CHO,Water,19,1840.95,16093
RIOGRANDE_1,2030,Hidro,ANT-CHO,Water,19,1840.95,16093
RIOGRANDE_1,2035,Hidro,ANT-CHO,Water,19,1840.95,16093
RIOGRANDE_1,2040,Hidro,ANT-CHO,Water,19,1840.95,16093
RIOGRANDE_1,2045,Hidro,ANT-CHO,Water,19,1840.95,16093
SALTO_II,2020,Hidro,BOG-CUN,Water,35,3401.07,29505
SALTO_II,2025,Hidro,BOG-CUN,Water,35,3401.07,29505
SALTO_II,2030,Hidro,BOG-CUN,Water,35,3401.07,29505
SALTO_II,2035,Hidro,BOG-CUN,Water,35,3401.07,29505
SALTO_II,2040,Hidro,BOG-CUN,Water,35,3401.07,29505
SALTO_II,2045,Hidro,BOG-CUN,Water,35,3401.07,29505
SALVAJINA,2020,Hidro,VALLE,Water,285,27714.4,239970
SALVAJINA,2025,Hidro,VALLE,Water,285,27714.4,239970
SALVAJINA,2030,Hidro,VALLE,Water,285,27714.4,239970
SALVAJINA,2035,Hidro,VALLE,Water,285,27714.4,239970
SALVAJINA,2040,Hidro,VALLE,Water,285,27714.4,239970
SALVAJINA,2045,Hidro,VALLE,Water,285,27714.4,239970
SAN_CARLOS,2020,Hidro,ANT-CHO,Water,1240,120669,1.04284e+06
SAN_CARLOS,2025,Hidro,ANT-CHO,Water,1240,120669,1.04284e+06
SAN_CARLOS,2030,Hidro,ANT-CHO,Water,1240,120669,1.04284e+06
SAN_CARLOS,2035,Hidro,ANT-CHO,Water,1240,120669,1.04284e+06
SAN_CARLOS,2040,Hidro,ANT-CHO,Water,1240,120669,1.04284e+06
SAN_CARLOS,2045,Hidro,ANT-CHO,Water,1240,120669,1.04284e+06
SAN_FRANCISCO,2020,Hidro,CQR,Water,135,13146.9,113400
SAN_FRANCISCO,2025,Hidro,CQR,Water,135,13146.9,113400
SAN_FRANCISCO,2030,Hidro,CQR,Water,135,13146.9,113400
SAN_FRANCISCO,2035,Hidro,CQR,Water,135,13146.9,113400
SAN_FRANCISCO,2040,Hidro,CQR,Water,135,13146.9,113400
SAN_FRANCISCO,2045,Hidro,CQR,Water,135,13146.9,113400
SNMIGUEL,2020,Hidro,ANT-CHO,Water,44,4291.1,36872
SNMIGUEL,2025,Hidro,ANT-CHO,Water,44,4291.1,36872
SNMIGUEL,2030,Hidro,ANT-CHO,Water,44,4291.1,36872
SNMIGUEL,2035,Hidro,ANT-CHO,Water,44,4291.1,36872
SNMIGUEL,2040,Hidro,ANT-CHO,Water,44,4291.1,36872
SNMIGUEL,2045,Hidro,ANT-CHO,Water,44,4291.1,36872
SOGAMOSO,2020,Hidro,SANT-ARA,Water,819,79930.5,685503
SOGAMOSO,2025,Hidro,SANT-ARA,Water,819,79930.5,685503
SOGAMOSO,2030,Hidro,SANT-ARA,Water,819,79930.5,685503
SOGAMOSO,2035,Hidro,SANT-ARA,Water,819,79930.5,685503
SOGAMOSO,2040,Hidro,SANT-ARA,Water,819,79930.5,685503
SOGAMOSO,2045,Hidro,SANT-ARA,Water,819,79930.5,685503
TASAJERO1,2020,Thermal,NSANT,tasajero_car,163,15919.5,136268
TASAJERO1,2025,Thermal,NSANT,tasajero_car,163,15919.5,136268
TASAJERO1,2030,Thermal,NSANT,tasajero_car,163,15919.5,136268
TASAJERO1,2035,Thermal,NSANT,tasajero_car,163,15919.5,136268
TASAJERO1,2040,Thermal,NSANT,tasajero_car,163,15919.5,136268
TASAJERO1,2045,Thermal,NSANT,tasajero_car,163,15919.5,136268
TASAJERO2,2020,Thermal,NSANT,tasajero_car,165,16126.4,137775
TASAJERO2,2025,Thermal,NSANT,tasajero_car,165,16126.4,137775
TASAJERO2,2030,Thermal,NSANT,tasajero_car,165,16126.4,137775
TASAJERO2,2035,Thermal,NSANT,tasajero_car,165,16126.4,137775
TASAJERO2,2040,Thermal,NSANT,tasajero_car,165,16126.4,137775
TASAJERO2,2045,Thermal,NSANT,tasajero_car,165,16126.4,137775
TC_GECELCA3,2020,Thermal,COR-SUC,gecelca_car,164,16040.2,136776
TC_GECELCA3,2025,Thermal,COR-SUC,gecelca_car,164,16040.2,136776
TC_GECELCA3,2030,Thermal,COR-SUC,gecelca_car,164,16040.2,136776
TC_GECELCA3,2035,Thermal,COR-SUC,gecelca_car,164,16040.2,136776
TC_GECELCA3,2040,Thermal,COR-SUC,gecelca_car,164,16040.2,136776
TC_GECELCA3,2045,Thermal,COR-SUC,gecelca_car,164,16040.2,136776
TC_GECELCA32,2020,Thermal,COR-SUC,gecelca_car,250,24469.1,208250
TC_GECELCA32,2025,Thermal,COR-SUC,gecelca_car,250,24469.1,208250
TC_GECELCA32,2030,Thermal,COR-SUC,gecelca_car,250,24469.1,208250
TC_GECELCA32,2035,Thermal,COR-SUC,gecelca_car,250,24469.1,208250
TC_GECELCA32,2040,Thermal,COR-SUC,gecelca_car,250,24469.1,208250
TC_GECELCA32,2045,Thermal,COR-SUC,gecelca_car,250,24469.1,208250
TEBSAB,2020,Thermal,ATLANTICO,barranquilla_gas,791,77475.9,658112
TEBSAB,2025,Thermal,ATLANTICO,barranquilla_gas,791,77475.9,658112
TEBSAB,2030,Thermal,ATLANTICO,barranquilla_gas,791,77475.9,658112
TEBSAB,2035,Thermal,ATLANTICO,barranquilla_gas,791,77475.9,658112
TEBSAB,2040,Thermal,ATLANTICO,barranquilla_gas,791,77475.9,658112
TEBSAB,2045,Thermal,ATLANTICO,barranquilla_gas,791,77475.9,658112
TEBSAB_FO2,2020,Thermal,ATLANTICO,flores_fo2,791,77531.5,657321
TEBSAB_FO2,2025,Thermal,ATLANTICO,flores_fo2,791,77531.5,657321
TEBSAB_FO2,2030,Thermal,ATLANTICO,flores_fo2,791,77531.5,657321
TEBSAB_FO2,2035,Thermal,ATLANTICO,flores_fo2,791,77531.5,657321
TEBSAB_FO2,2040,Thermal,ATLANTICO,flores_fo2,791,77531.5,657321
TEBSAB_FO2,2045,Thermal,ATLANTICO,flores_fo2,791,77531.5,657321
TERMOBOLIVAR,2020,Thermal,BOY-CAS,termoyopal_gas,9.7,953.494,8021.9
TERMOBOLIVAR,2025,Thermal,BOY-CAS,termoyopal_gas,9.7,953.494,8021.9
TERMOBOLIVAR,2030,Thermal,BOY-CAS,termoyopal_gas,9.7,953.494,8021.9
TERMOBOLIVAR,2035,Thermal,BOY-CAS,termoyopal_gas,9.7,953.494,8021.9
TERMOBOLIVAR,2040,Thermal,BOY-CAS,termoyopal_gas,9.7,953.494,8021.9
TERMOBOLIVAR,2045,Thermal,BOY-CAS,termoyopal_gas,9.7,953.494,8021.9
TERMOCENTRO,2020,Thermal,SANT-ARA,termocentro_gas,264,26006.5,217536
TERMOCENTRO,2025,Thermal,SANT-ARA,termocentro_gas,264,26006.5,217536
TERMOCENTRO,2030,Thermal,SANT-ARA,termocentro_gas,264,26006.5,217536
TERMOCENTRO,2035,Thermal,SANT-ARA,termocentro_gas,264,26006.5,217536
TERMOCENTRO,2040,Thermal,SANT-ARA,termocentro_gas,264,26006.5,217536
TERMOCENTRO,2045,Thermal,SANT-ARA,termocentro_gas,264,26006.5,217536
TERMOCENTRO_JA1,2020,Thermal,SANT-ARA,termocentro_ja1,264,26025,217272
TERMOCENTRO_JA1,2025,Thermal,SANT-ARA,termocentro_ja1,264,26025,217272
TERMOCENTRO_JA1,2030,Thermal,SANT-ARA,termocentro_ja1,264,26025,217272
TERMOCENTRO_JA1,2035,Thermal,SANT-ARA,termocentro_ja1,264,26025,217272
TERMOCENTRO_JA1,2040,Thermal,SANT-ARA,termocentro_ja1,264,26025,217272
TERMOCENTRO_JA1,2045,Thermal,SANT-ARA,termocentro_ja1,264,26025,217272
TERMODORADA1,2020,Thermal,CQR,termodorada_gas,51,5031.15,41922
TERMODORADA1,2025,Thermal,CQR,termodorada_gas,51,5031.15,41922
TERMODORADA1,2030,Thermal,CQR,termodorada_gas,51,5031.15,41922
TERMODORADA1,2035,Thermal,CQR,termodorada_gas,51,5031.15,41922
TERMODORADA1,2040,Thermal,CQR,termodorada_gas,51,5031.15,41922
TERMODORADA1,2045,Thermal,CQR,termodorada_gas,51,5031.15,41922
TERMODORADA1_FO2,2020,Thermal,CQR,termodorada_fo2,45.9,4531.26,37683.9
TERMODORADA1_FO2,2025,Thermal,CQR,termodorada_fo2,45.9,4531.26,37683.9
TERMODORADA1_FO2,2030,Thermal,CQR,termodorada_fo2,45.9,4531.26,37683.9
TERMODORADA1_FO2,2035,Thermal,CQR,termodorada_fo2,45.9,4531.26,37683.9
TERMODORADA1_FO2,2040,Thermal,CQR,termodorada_fo2,45.9,4531.26,37683.9
TERMODORADA1_FO2,2045,Thermal,CQR,termodorada_fo2,45.9,4531.26,37683.9
TERMONORTE,2020,Thermal,GCM,flores_fo2,88.35,8728.15,72447
TERMONORTE,2025,Thermal,GCM,flores_fo2,88.35,8728.15,72447
TERMONORTE,2030,Thermal,GCM,flores_fo2,88.35,8728.15,72447
TERMONORTE,2035,Thermal,GCM,flores_fo2,88.35,8728.15,72447
TERMONORTE,2040,Thermal,GCM,flores_fo2,88.35,8728.15,72447
TERMONORTE,2045,Thermal,GCM,flores_fo2,88.35,8728.15,72447
TERMOSIERRA,2020,Thermal,ANT-CHO,termosierra_gas,445,43993.1,364455
TERMOSIERRA,2025,Thermal,ANT-CHO,termosierra_gas,445,43993.1,364455
TERMOSIERRA,2030,Thermal,ANT-CHO,termosierra_gas,445,43993.1,364455
TERMOSIERRA,2035,Thermal,ANT-CHO,termosierra_gas,445,43993.1,364455
TERMOSIERRA,2040,Thermal,ANT-CHO,termosierra_gas,445,43993.1,364455
TERMOSIERRA,2045,Thermal,ANT-CHO,termosierra_gas,445,43993.1,364455
TERMOSIERRA_FO2,2020,Thermal,ANT-CHO,termosierra_fo2,364,36011,297752
TERMOSIERRA_FO2,2025,Thermal,ANT-CHO,termosierra_fo2,364,36011,297752
TERMOSIERRA_FO2,2030,Thermal,ANT-CHO,termosierra_fo2,364,36011,297752
TERMOSIERRA_FO2,2035,Thermal,ANT-CHO,termosierra_fo2,364,36011,297752
TERMOSIERRA_FO2,2040,Thermal,ANT-CHO,termosierra_fo2,364,36011,297752
TERMOSIERRA_FO2,2045,Thermal,ANT-CHO,termosierra_fo2,364,36011,297752
TERMOVALLE2,2020,Thermal,VALLE,termovalle_gas,205,20324.1,167075
TERMOVALLE2,2025,Thermal,VALLE,termovalle_gas,205,20324.1,167075
TERMOVALLE2,2030,Thermal,VALLE,termovalle_gas,205,20324.1,167075
TERMOVALLE2,2035,Thermal,VALLE,termovalle_gas,205,20324.1,167075
TERMOVALLE2,2040,Thermal,VALLE,termovalle_gas,205,20324.1,167075
TERMOVALLE2,2045,Thermal,VALLE,termovalle_gas,205,20324.1,167075
TERMOVALLE2_CPM2,2020,Thermal,VALLE,termovalle_cmp2,196.93,19537.9,160301
TERMOVALLE2_CPM2,2025,Thermal,VALLE,termovalle_cmp2,196.93,19537.9,160301
TERMOVALLE2_CPM2,2030,Thermal,VALLE,termovalle_cmp2,196.93,19537.9,160301
TERMOVALLE2_CPM2,2035,Thermal,VALLE,termovalle_cmp2,196.93,19537.9,160301
TERMOVALLE2_CPM2,2040,Thermal,VALLE,termovalle_cmp2,196.93,19537.9,160301
TERMOVALLE2_CPM2,2045,Thermal,VALLE,termovalle_cmp2,196.93,19537.9,160301
TERMO_YOPAL1,2020,Thermal,BOY-CAS,termoyopal_gas,19.9,1953.34,16497.1
TERMO_YOPAL1,2025,Thermal,BOY-CAS,termoyopal_gas,19.9,1953.34,16497.1
TERMO_YOPAL1,2030,Thermal,BOY-CAS,termoyopal_gas,19.9,1953.34,16497.1
TERMO_YOPAL1,2035,Thermal,BOY-CAS,termoyopal_gas,19.9,1953.34,16497.1
TERMO_YOPAL1,2040,Thermal,BOY-CAS,termoyopal_gas,19.9,1953.34,16497.1
TERMO_YOPAL1,2045,Thermal,BOY-CAS,termoyopal_gas,19.9,1953.34,16497.1
TERMO_YOPAL2,2020,Thermal,BOY-CAS,termoyopal_gas,30,2946.84,24840
TERMO_YOPAL2,2025,Thermal,BOY-CAS,termoyopal_gas,30,2946.84,24840
TERMO_YOPAL2,2030,Thermal,BOY-CAS,termoyopal_gas,30,2946.84,24840
TERMO_YOPAL2,2035,Thermal,BOY-CAS,termoyopal_gas,30,2946.84,24840
TERMO_YOPAL2,2040,Thermal,BOY-CAS,termoyopal_gas,30,2946.84,24840
TERMO_YOPAL2,2045,Thermal,BOY-CAS,termoyopal_gas,30,2946.84,24840
TPIEDRAS,2020,Thermal,HTC,barranquilla_gas,3.75,372.574,3045
TPIEDRAS,2025,Thermal,HTC,barranquilla_gas,3.75,372.574,3045
TPIEDRAS,2030,Thermal,HTC,barranquilla_gas,3.75,372.574,3045
TPIEDRAS,2035,Thermal,HTC,barranquilla_gas,3.75,372.574,3045
TPIEDRAS,2040,Thermal,HTC,barranquilla_gas,3.75,372.574,3045
TPIEDRAS,2045,Thermal,HTC,barranquilla_gas,3.75,372.574,3045
TRONERAS,2020,Hidro,ANT-CHO,Water,40,3976.94,32440
TRONERAS,2025,Hidro,ANT-CHO,Water,40,3976.94,32440
TRONERAS,2030,Hidro,ANT-CHO,Water,40,3976.94,32440
TRONERAS,2035,Hidro,ANT-CHO,Water,40,3976.94,32440
TRONERAS,2040,Hidro,ANT-CHO,Water,40,3976.94,32440
TRONERAS,2045,Hidro,ANT-CHO,Water,40,3976.94,32440
TULUA_ALTO,2020,Menores,VALLE,RunofRiver,19.9,1979.92,16119
TULUA_ALTO,2025,Menores,VALLE,RunofRiver,19.9,1979.92,16119
TULUA_ALTO,2030,Menores,VALLE,RunofRiver,19.9,1979.92,16119
TULUA_ALTO,2035,Menores,VALLE,RunofRiver,19.9,1979.92,16119
TULUA_ALTO,2040,Menores,VALLE,RunofRiver,19.9,1979.92,16119
TULUA_ALTO,2045,Menores,VALLE,RunofRiver,19.9,1979.92,16119
TULUA_BAJO,2020,Menores,VALLE,RunofRiver,19.9,1981.32,16099.1
TULUA_BAJO,2025,Menores,VALLE,RunofRiver,19.9,1981.32,16099.1
TULUA_BAJO,2030,Menores,VALLE,RunofRiver,19.9,1981.32,16099.1
TULUA_BAJO,2035,Menores,VALLE,RunofRiver,19.9,1981.32,16099.1
TULUA_BAJO,2040,Menores,VALLE,RunofRiver,19.9,1981.32,16099.1
TULUA_BAJO,2045,Menores,VALLE,RunofRiver,19.9,1981.32,16099.1
TUNJITA,2020,Hidro,BOG-CUN,Water,20,1994.09,16140
TUNJITA,2025,Hidro,BOG-CUN,Water,20,1994.09,16140
TUNJITA,2030,Hidro,BOG-CUN,Water,20,1994.09,16140
TUNJITA,2035,Hidro,BOG-CUN,Water,20,1994.09,16140
TUNJITA,2040,Hidro,BOG-CUN,Water,20,1994.09,16140
TUNJITA,2045,Hidro,BOG-CUN,Water,20,1994.09,16140
TermoCaribe1,2020,Thermal,BOLIVAR,barranquilla_gas,150,14755.3,123900
TermoCaribe1,2025,Thermal,BOLIVAR,barranquilla_gas,150,14755.3,123900
TermoCaribe1,2030,Thermal,BOLIVAR,barranquilla_gas,150,14755.3,123900
TermoCaribe1,2035,Thermal,BOLIVAR,barranquilla_gas,150,14755.3,123900
TermoCaribe1,2040,Thermal,BOLIVAR,barranquilla_gas,150,14755.3,123900
TermoCaribe1,2045,Thermal,BOLIVAR,barranquilla_gas,150,14755.3,123900
TermoCaribe2,2020,Thermal,BOLIVAR,barranquilla_gas,42,4134.44,34650
TermoCaribe2,2025,Thermal,BOLIVAR,barranquilla_gas,42,4134.44,34650
TermoCaribe2,2030,Thermal,BOLIVAR,barranquilla_gas,42,4134.44,34650
TermoCaribe2,2035,Thermal,BOLIVAR,barranquilla_gas,42,4134.44,34650
TermoCaribe2,2040,Thermal,BOLIVAR,barranquilla_gas,42,4134.44,34650
TermoCaribe2,2045,Thermal,BOLIVAR,barranquilla_gas,42,4134.44,34650
TermoSolo1,2020,Thermal,VALLE,termovalle_gas,148,14652.2,120916
TermoSolo1,2025,Thermal,VALLE,termovalle_gas,148,14652.2,120916
TermoSolo1,2030,Thermal,VALLE,termovalle_gas,148,14652.2,120916
TermoSolo1,2035,Thermal,VALLE,termovalle_gas,148,14652.2,120916
TermoSolo1,2040,Thermal,VALLE,termovalle_gas,148,14652.2,120916
TermoSolo1,2045,Thermal,VALLE,termovalle_gas,148,14652.2,120916
TermoSolo2,2020,Thermal,VALLE,termovalle_gas,80,7925.75,65280
TermoSolo2,2025,Thermal,VALLE,termovalle_gas,80,7925.75,65280
TermoSolo2,2030,Thermal,VALLE,termovalle_gas,80,7925.75,65280
TermoSolo2,2035,Thermal,VALLE,termovalle_gas,80,7925.75,65280
TermoSolo2,2040,Thermal,VALLE,termovalle_gas,80,7925.75,65280
TermoSolo2,2045,Thermal,VALLE,termovalle_gas,80,7925.75,65280
URRA,2020,Hidro,COR-SUC,Water,338,33723.9,272428
URRA,2025,Hidro,COR-SUC,Water,338,33723.9,272428
URRA,2030,Hidro,COR-SUC,Water,338,33723.9,272428
URRA,2035,Hidro,COR-SUC,Water,338,33723.9,272428
URRA,2040,Hidro,COR-SUC,Water,338,33723.9,272428
URRA,2045,Hidro,COR-SUC,Water,338,33723.9,272428
WN-ANT-CHO,2020,Eolica,ANT-CHO,Wind,200,15682.1,0
WN-ANT-CHO,2025,Eolica,ANT-CHO,Wind,300,23523.2,0
WN-ANT-CHO,2030,Eolica,ANT-CHO,Wind,400,31364.2,0
WN-ANT-CHO,2035,Eolica,ANT-CHO,Wind,500,39205.3,0
WN-ANT-CHO,2040,Eolica,ANT-CHO,Wind,560,43909.9,0
WN-ANT-CHO,2045,Eolica,ANT-CHO,Wind,640,50182.8,0
WN-ATLANTICO,2020,Eolica,ATLANTICO,Wind,200,15682.1,0
WN-ATLANTICO,2025,Eolica,ATLANTICO,Wind,300,23523.2,0
WN-ATLANTICO,2030,Eolica,ATLANTICO,Wind,400,31364.2,0
WN-ATLANTICO,2035,Eolica,ATLANTICO,Wind,500,39205.3,0
WN-ATLANTICO,2040,Eolica,ATLANTICO,Wind,560,43909.9,0
WN-ATLANTICO,2045,Eolica,ATLANTICO,Wind,640,50182.8,0
WN-BOG-CUN,2020,Eolica,BOG-CUN,Wind,200,15682.1,0
WN-BOG-CUN,2025,Eolica,BOG-CUN,Wind,300,23523.2,0
WN-BOG-CUN,2030,Eolica,BOG-CUN,Wind,400,31364.2,0
WN-BOG-CUN,2035,Eolica,BOG-CUN,Wind,500,39205.3,0
WN-BOG-CUN,2040,Eolica,BOG-CUN,Wind,560,43909.9,0
WN-BOG-CUN,2045,Eolica,BOG-CUN,Wind,640,50182.8,0
WN-BOLIVAR,2020,Eolica,BOLIVAR,Wind,200,15682.1,0
WN-BOLIVAR,2025,Eolica,BOLIVAR,Wind,300,23523.2,0
WN-BOLIVAR,2030,Eolica,BOLIVAR,Wind,400,31364.2,0
WN-BOLIVAR,2035,Eolica,BOLIVAR,Wind,500,39205.3,0
WN-BOLIVAR,2040,Eolica,BOLIVAR,Wind,560,43909.9,0
WN-BOLIVAR,2045,Eolica,BOLIVAR,Wind,640,50182.8,0
WN-BOY-CAS,2020,Eolica,BOY-CAS,Wind,200,15682.1,0
WN-BOY-CAS,2025,Eolica,BOY-CAS,Wind,300,23523.2,0
WN-BOY-CAS,2030,Eolica,BOY-CAS,Wind,400,31364.2,0
WN-BOY-CAS,2035,Eolica,BOY-CAS,Wind,500,39205.3,0
WN-BOY-CAS,2040,Eolica,BOY-CAS,Wind,560,43909.9,0
WN-BOY-CAS,2045,Eolica,BOY-CAS,Wind,640,50182.8,0
WN-CAUCA,2020,Eolica,CAUCA,Wind,200,15682.1,0
WN-CAUCA,2025,Eolica,CAUCA,Wind,300,23523.2,0
WN-CAUCA,2030,Eolica,CAUCA,Wind,400,31364.2,0
WN-CAUCA,2035,Eolica,CAUCA,Wind,500,39205.3,0
WN-CAUCA,2040,Eolica,CAUCA,Wind,560,43909.9,0
WN-CAUCA,2045,Eolica,CAUCA,Wind,640,50182.8,0
WN-COR-SUC,2020,Eolica,COR-SUC,Wind,200,15682.1,0
WN-COR-SUC,2025,Eolica,COR-SUC,Wind,300,23523.2,0
WN-COR-SUC,2030,Eolica,COR-SUC,Wind,400,31364.2,0
WN-COR-SUC,2035,Eolica,COR-SUC,Wind,500,39205.3,0
WN-COR-SUC,2040,Eolica,COR-SUC,Wind,560,43909.9,0
WN-COR-SUC,2045,Eolica,COR-SUC,Wind,640,50182.8,0
WN-CQR,2020,Eolica,CQR,Wind,200,15682.1,0
WN-CQR,2025,Eolica,CQR,Wind,300,23523.2,0
WN-CQR,2030,Eolica,CQR,Wind,400,31364.2,0
WN-CQR,2035,Eolica,CQR,Wind,500,39205.3,0
